[0/0] en-ewt (retroprobe)...
Path 'exp/run/retroprobe/en-ewt-rs41' does not exist. Creating...
Loaded data splits train: 28648, dev: 2419, test: 2175 with filter <UniversalDependenciesIndexFilter: 31067 indices>.
Loaded <UniversalDependenciesTreebank (all.conllu): 7664 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-dev.conllu): 909 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-test.conllu): 680 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-train.conllu): 6075 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 8993 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-dev.conllu): 1798 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-test.conllu): 1799 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-train.conllu): 5396 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 4997 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-dev.conllu): 500 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-test.conllu): 500 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-train.conllu): 3997 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 16621 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-dev.conllu): 2001 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-test.conllu): 2077 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-train.conllu): 12543 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 15136 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-dev.conllu): 1364 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-test.conllu): 1555 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-train.conllu): 12217 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6216 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-dev.conllu): 484 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-test.conllu): 491 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-train.conllu): 5241 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 16647 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-dev.conllu): 1659 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-test.conllu): 1684 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-train.conllu): 13304 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 14167 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-dev.conllu): 564 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-test.conllu): 482 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-train.conllu): 13121 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 8100 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-dev.conllu): 507 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-test.conllu): 543 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-train.conllu): 7050 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6339 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-dev.conllu): 950 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-test.conllu): 989 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-train.conllu): 4400 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 61889 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-dev.conllu): 6584 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-test.conllu): 6491 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-train.conllu): 48814 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6026 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-dev.conllu): 504 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-test.conllu): 1219 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-train.conllu): 4303 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 5635 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-dev.conllu): 988 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-test.conllu): 983 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-train.conllu): 3664 sentences>.
Loaded <UniversalDependencies: 52 treebanks, 356860 sentences> with 37 dependency relations.
Loaded training split with 28648 sentences.
Loaded dev split with 2419 sentences.
Some weights of the model checkpoint at bert-base-multilingual-cased were not used when initializing BertModel: ['cls.predictions.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.weight', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Constructed 'retroprobe' model:
RetroProbe:
  <BertModel: "bert-base-multilingual-cased", Layers [6, 7]>
  <RootedGraphPredictor: 768 -> 128>
  <DependencyLabelClassifier: 1536 -> 37>
Moved parser to CUDA device ('cuda').
Using RootedDependencyLoss with DependencyDistanceLoss and CrossEntropyLoss.
Optimizing using AdamW with learning rate 0.001.
Scheduler ReduceLROnPlateau reduces learning rate by 0.1 after 1 epoch without improvement.
Ignored unknown kwarg option direction
 [Train | Batch 1 | 0.11%] Acc: no-decode, Loss: 23.72 + 13.21 = 36.9327Ignored unknown kwarg option direction
[Train | Batch 21 | 2.35%] Acc: no-decode, Loss: 0.41 + 0.27 = 0.6770Ignored unknown kwarg option direction
[Train | Batch 22 | 2.46%] Acc: no-decode, Loss: 0.41 + 0.27 = 0.6815Ignored unknown kwarg option direction
[Train | Batch 23 | 2.57%] Acc: no-decode, Loss: 0.41 + 0.27 = 0.6833Ignored unknown kwarg option direction
[Train | Batch 24 | 2.68%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6833Ignored unknown kwarg option direction
[Train | Batch 25 | 2.79%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6850Ignored unknown kwarg option direction
[Train | Batch 26 | 2.90%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6860Ignored unknown kwarg option direction
[Train | Batch 27 | 3.02%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6861Ignored unknown kwarg option direction
[Train | Batch 28 | 3.13%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6877Ignored unknown kwarg option direction
[Train | Batch 29 | 3.24%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6899Ignored unknown kwarg option direction
[Train | Batch 30 | 3.35%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6897Ignored unknown kwarg option direction
[Train | Batch 31 | 3.46%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6913Ignored unknown kwarg option direction
[Train | Batch 32 | 3.57%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6877Ignored unknown kwarg option direction
[Train | Batch 33 | 3.69%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6899Ignored unknown kwarg option direction
[Train | Batch 34 | 3.80%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6913Ignored unknown kwarg option direction
[Train | Batch 35 | 3.91%] Acc: no-decode, Loss: 0.42 + 0.27 = 0.6898Ignored unknown kwarg option direction
[Train | Batch 36 | 4.02%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.6913Ignored unknown kwarg option direction
[Train | Batch 37 | 4.13%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.6945Ignored unknown kwarg option direction
[Train | Batch 38 | 4.24%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.6977Ignored unknown kwarg option direction
[Train | Batch 39 | 4.36%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7002Ignored unknown kwarg option direction
[Train | Batch 40 | 4.47%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7016Ignored unknown kwarg option direction
[Train | Batch 41 | 4.58%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 42 | 4.69%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7015Ignored unknown kwarg option direction
[Train | Batch 43 | 4.80%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7004Ignored unknown kwarg option direction
[Train | Batch 44 | 4.91%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.6993Ignored unknown kwarg option direction
[Train | Batch 45 | 5.03%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7012Ignored unknown kwarg option direction
[Train | Batch 46 | 5.14%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7013Ignored unknown kwarg option direction
[Train | Batch 47 | 5.25%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7040Ignored unknown kwarg option direction
[Train | Batch 48 | 5.36%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7060Ignored unknown kwarg option direction
[Train | Batch 49 | 5.47%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7061Ignored unknown kwarg option direction
[Train | Batch 50 | 5.59%] Acc: no-decode, Loss: 0.43 + 0.28 = 0.7091Ignored unknown kwarg option direction
[Train | Batch 51 | 5.70%] Acc: no-decode, Loss: 0.43 + 0.28 = 0.7079Ignored unknown kwarg option direction
[Train | Batch 52 | 5.81%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7060Ignored unknown kwarg option direction
[Train | Batch 53 | 5.92%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7068Ignored unknown kwarg option direction
[Train | Batch 54 | 6.03%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7078Ignored unknown kwarg option direction
[Train | Batch 55 | 6.14%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7082Ignored unknown kwarg option direction
[Train | Batch 56 | 6.26%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7083Ignored unknown kwarg option direction
[Train | Batch 57 | 6.37%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7077Ignored unknown kwarg option direction
[Train | Batch 58 | 6.48%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7064Ignored unknown kwarg option direction
[Train | Batch 59 | 6.59%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7053Ignored unknown kwarg option direction
[Train | Batch 60 | 6.70%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7043Ignored unknown kwarg option direction
[Train | Batch 61 | 6.81%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7018Ignored unknown kwarg option direction
[Train | Batch 62 | 6.93%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7006Ignored unknown kwarg option direction
[Train | Batch 63 | 7.04%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7028Ignored unknown kwarg option direction
[Train | Batch 64 | 7.15%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7017Ignored unknown kwarg option direction
[Train | Batch 65 | 7.26%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7002Ignored unknown kwarg option direction
[Train | Batch 66 | 7.37%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7015Ignored unknown kwarg option direction
[Train | Batch 67 | 7.48%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7017Ignored unknown kwarg option direction
[Train | Batch 68 | 7.60%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7024Ignored unknown kwarg option direction
[Train | Batch 69 | 7.71%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7013Ignored unknown kwarg option direction
[Train | Batch 70 | 7.82%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7010Ignored unknown kwarg option direction
[Train | Batch 71 | 7.93%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7011Ignored unknown kwarg option direction
[Train | Batch 72 | 8.04%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7014Ignored unknown kwarg option direction
[Train | Batch 73 | 8.15%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7030Ignored unknown kwarg option direction
[Train | Batch 74 | 8.27%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7032Ignored unknown kwarg option direction
[Train | Batch 75 | 8.38%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7036Ignored unknown kwarg option direction
[Train | Batch 76 | 8.49%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7032Ignored unknown kwarg option direction
[Train | Batch 77 | 8.60%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7041Ignored unknown kwarg option direction
[Train | Batch 78 | 8.71%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7045Ignored unknown kwarg option direction
[Train | Batch 79 | 8.82%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7041Ignored unknown kwarg option direction
[Train | Batch 80 | 8.94%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7035Ignored unknown kwarg option direction
[Train | Batch 81 | 9.05%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7027Ignored unknown kwarg option direction
[Train | Batch 82 | 9.16%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7028Ignored unknown kwarg option direction
[Train | Batch 83 | 9.27%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7012Ignored unknown kwarg option direction
[Train | Batch 84 | 9.38%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7013Ignored unknown kwarg option direction
[Train | Batch 85 | 9.49%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7015Ignored unknown kwarg option direction
[Train | Batch 86 | 9.61%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7036Ignored unknown kwarg option direction
[Train | Batch 87 | 9.72%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7034Ignored unknown kwarg option direction
[Train | Batch 88 | 9.83%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7029Ignored unknown kwarg option direction
[Train | Batch 89 | 9.94%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7025Ignored unknown kwarg option direction
[Train | Batch 90 | 10.05%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7028Ignored unknown kwarg option direction
[Train | Batch 91 | 10.16%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7020Ignored unknown kwarg option direction
[Train | Batch 92 | 10.28%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7024Ignored unknown kwarg option direction
[Train | Batch 93 | 10.39%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7015Ignored unknown kwarg option direction
[Train | Batch 94 | 10.50%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7017Ignored unknown kwarg option direction
[Train | Batch 95 | 10.61%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7017Ignored unknown kwarg option direction
[Train | Batch 96 | 10.72%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 97 | 10.83%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7028Ignored unknown kwarg option direction
[Train | Batch 98 | 10.95%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7024Ignored unknown kwarg option direction
[Train | Batch 99 | 11.06%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7019Ignored unknown kwarg option direction
[Train | Batch 100 | 11.17%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7031Ignored unknown kwarg option direction
[Train | Batch 101 | 11.28%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7051Ignored unknown kwarg option direction
[Train | Batch 102 | 11.39%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7050Ignored unknown kwarg option direction
[Train | Batch 103 | 11.51%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7054Ignored unknown kwarg option direction
[Train | Batch 104 | 11.62%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7055Ignored unknown kwarg option direction
[Train | Batch 105 | 11.73%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7052Ignored unknown kwarg option direction
[Train | Batch 106 | 11.84%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7054Ignored unknown kwarg option direction
[Train | Batch 107 | 11.95%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7060Ignored unknown kwarg option direction
[Train | Batch 108 | 12.06%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7061Ignored unknown kwarg option direction
[Train | Batch 109 | 12.18%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7053Ignored unknown kwarg option direction
[Train | Batch 110 | 12.29%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7046Ignored unknown kwarg option direction
[Train | Batch 111 | 12.40%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7044Ignored unknown kwarg option direction
[Train | Batch 112 | 12.51%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7043Ignored unknown kwarg option direction
[Train | Batch 113 | 12.62%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7049Ignored unknown kwarg option direction
[Train | Batch 114 | 12.73%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7047Ignored unknown kwarg option direction
[Train | Batch 115 | 12.85%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7046Ignored unknown kwarg option direction
[Train | Batch 116 | 12.96%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7045Ignored unknown kwarg option direction
[Train | Batch 117 | 13.07%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7045Ignored unknown kwarg option direction
[Train | Batch 118 | 13.18%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7041Ignored unknown kwarg option direction
[Train | Batch 119 | 13.29%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7046Ignored unknown kwarg option direction
[Train | Batch 120 | 13.40%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7045Ignored unknown kwarg option direction
[Train | Batch 121 | 13.52%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7052Ignored unknown kwarg option direction
[Train | Batch 122 | 13.63%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7052Ignored unknown kwarg option direction
[Train | Batch 123 | 13.74%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7044Ignored unknown kwarg option direction
[Train | Batch 124 | 13.85%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7042Ignored unknown kwarg option direction
[Train | Batch 125 | 13.96%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7042Ignored unknown kwarg option direction
[Train | Batch 126 | 14.07%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7039Ignored unknown kwarg option direction
[Train | Batch 127 | 14.19%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7038Ignored unknown kwarg option direction
[Train | Batch 128 | 14.30%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7044Ignored unknown kwarg option direction
[Train | Batch 129 | 14.41%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7044Ignored unknown kwarg option direction
[Train | Batch 130 | 14.52%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7046Ignored unknown kwarg option direction
[Train | Batch 131 | 14.63%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7048Ignored unknown kwarg option direction
[Train | Batch 132 | 14.74%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7037Ignored unknown kwarg option direction
[Train | Batch 133 | 14.86%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7050Ignored unknown kwarg option direction
[Train | Batch 134 | 14.97%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7051Ignored unknown kwarg option direction
[Train | Batch 135 | 15.08%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7060Ignored unknown kwarg option direction
[Train | Batch 136 | 15.19%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7063Ignored unknown kwarg option direction
[Train | Batch 137 | 15.30%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7058Ignored unknown kwarg option direction
[Train | Batch 138 | 15.41%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7058Ignored unknown kwarg option direction
[Train | Batch 139 | 15.53%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7052Ignored unknown kwarg option direction
[Train | Batch 140 | 15.64%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7049Ignored unknown kwarg option direction
[Train | Batch 141 | 15.75%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7039Ignored unknown kwarg option direction
[Train | Batch 142 | 15.86%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7034Ignored unknown kwarg option direction
[Train | Batch 143 | 15.97%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7033Ignored unknown kwarg option direction
[Train | Batch 144 | 16.08%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7027Ignored unknown kwarg option direction
[Train | Batch 145 | 16.20%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7035Ignored unknown kwarg option direction
[Train | Batch 146 | 16.31%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7036Ignored unknown kwarg option direction
[Train | Batch 147 | 16.42%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7034Ignored unknown kwarg option direction
[Train | Batch 148 | 16.53%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7037Ignored unknown kwarg option direction
[Train | Batch 149 | 16.64%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7038Ignored unknown kwarg option direction
[Train | Batch 150 | 16.76%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7031Ignored unknown kwarg option direction
[Train | Batch 151 | 16.87%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7033Ignored unknown kwarg option direction
[Train | Batch 152 | 16.98%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7033Ignored unknown kwarg option direction
[Train | Batch 153 | 17.09%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7027Ignored unknown kwarg option direction
[Train | Batch 154 | 17.20%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7031Ignored unknown kwarg option direction
[Train | Batch 155 | 17.31%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7021Ignored unknown kwarg option direction
[Train | Batch 156 | 17.43%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7031Ignored unknown kwarg option direction
[Train | Batch 157 | 17.54%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7025Ignored unknown kwarg option direction
[Train | Batch 158 | 17.65%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7024Ignored unknown kwarg option direction
[Train | Batch 159 | 17.76%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7026Ignored unknown kwarg option direction
[Train | Batch 160 | 17.87%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 161 | 17.98%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7018Ignored unknown kwarg option direction
[Train | Batch 162 | 18.10%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7023Ignored unknown kwarg option direction
[Train | Batch 163 | 18.21%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7026Ignored unknown kwarg option direction
[Train | Batch 164 | 18.32%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 165 | 18.43%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 166 | 18.54%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7017Ignored unknown kwarg option direction
[Train | Batch 167 | 18.65%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7023Ignored unknown kwarg option direction
[Train | Batch 168 | 18.77%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7029Ignored unknown kwarg option direction
[Train | Batch 169 | 18.88%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7028Ignored unknown kwarg option direction
[Train | Batch 170 | 18.99%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7025Ignored unknown kwarg option direction
[Train | Batch 171 | 19.10%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7020Ignored unknown kwarg option direction
[Train | Batch 172 | 19.21%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7021Ignored unknown kwarg option direction
[Train | Batch 173 | 19.32%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7027Ignored unknown kwarg option direction
[Train | Batch 174 | 19.44%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7029Ignored unknown kwarg option direction
[Train | Batch 175 | 19.55%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7035Ignored unknown kwarg option direction
[Train | Batch 176 | 19.66%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7032Ignored unknown kwarg option direction
[Train | Batch 177 | 19.77%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7035Ignored unknown kwarg option direction
[Train | Batch 178 | 19.88%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7035Ignored unknown kwarg option direction
[Train | Batch 179 | 19.99%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7034Ignored unknown kwarg option direction
[Train | Batch 180 | 20.11%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7032Ignored unknown kwarg option direction
[Train | Batch 181 | 20.22%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7030Ignored unknown kwarg option direction
[Train | Batch 182 | 20.33%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7031Ignored unknown kwarg option direction
[Train | Batch 183 | 20.44%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 184 | 20.55%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7019Ignored unknown kwarg option direction
[Train | Batch 185 | 20.66%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7028Ignored unknown kwarg option direction
[Train | Batch 186 | 20.78%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7029Ignored unknown kwarg option direction
[Train | Batch 187 | 20.89%] Acc: no-decode, Loss: 0.44 + 0.27 = 0.7030Ignored unknown kwarg option direction
[Train | Batch 188 | 21.00%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7024Ignored unknown kwarg option direction
[Train | Batch 189 | 21.11%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7020Ignored unknown kwarg option direction
[Train | Batch 190 | 21.22%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7027Ignored unknown kwarg option direction
[Train | Batch 191 | 21.33%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 192 | 21.45%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7024Ignored unknown kwarg option direction
[Train | Batch 193 | 21.56%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7022Ignored unknown kwarg option direction
[Train | Batch 194 | 21.67%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7023Ignored unknown kwarg option direction
[Train | Batch 195 | 21.78%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7020Ignored unknown kwarg option direction
[Train | Batch 196 | 21.89%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7023Ignored unknown kwarg option direction
[Train | Batch 197 | 22.01%] Acc: no-decode, Loss: 0.43 + 0.27 = 0.7019Ignored unknown kwarg option direction
